"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2012년 09월 03일","36,650","36,650","36,950","36,000","1.01M","-0.27%"
"2012년 08월 31일","36,750","36,950","37,250","36,700","1.08M","-2.78%"
"2012년 08월 30일","37,800","37,600","38,000","37,150","887.58K","-0.66%"
"2012년 08월 29일","38,050","37,950","38,400","37,550","811.84K","0.13%"
"2012년 08월 28일","38,000","38,700","38,950","37,800","1.31M","-0.39%"
"2012년 08월 27일","38,150","36,950","38,500","36,900","1.86M","3.67%"
"2012년 08월 24일","36,800","37,700","37,800","36,800","1.80M","-4.29%"
"2012년 08월 23일","38,450","37,700","38,750","37,250","1.54M","2.81%"
"2012년 08월 22일","37,400","37,550","37,700","37,000","992.93K","-0.13%"
"2012년 08월 21일","37,450","37,700","37,850","37,400","530.53K","-0.13%"
"2012년 08월 20일","37,500","37,350","37,600","37,100","714.58K","1.08%"
"2012년 08월 17일","37,100","37,700","37,800","36,950","1.20M","-1.46%"
"2012년 08월 16일","37,650","37,100","37,650","36,900","884.67K","0.27%"
"2012년 08월 14일","37,550","37,500","37,800","36,800","1.15M","0.94%"
"2012년 08월 13일","37,200","37,850","37,850","37,050","777.96K","-1.06%"
"2012년 08월 10일","37,600","37,350","37,700","37,300","1.05M","0.67%"
"2012년 08월 09일","37,350","36,450","37,500","36,350","2.97M","3.18%"
"2012년 08월 08일","36,200","36,200","36,500","35,950","1.53M","1.83%"
"2012년 08월 07일","35,550","35,450","35,650","35,100","721.28K","0.28%"
"2012년 08월 06일","35,450","35,550","35,750","35,100","844.35K","1.43%"
"2012년 08월 03일","34,950","34,950","35,050","34,400","1.11M","-1.83%"
"2012년 08월 02일","35,600","35,800","35,850","35,150","542.80K","0.42%"
"2012년 08월 01일","35,450","35,800","36,100","35,400","1.11M","-1.94%"
"2012년 07월 31일","36,150","35,350","36,250","34,800","1.49M","2.26%"
"2012년 07월 30일","35,350","35,000","35,700","34,900","1.67M","2.46%"
"2012년 07월 27일","34,500","34,500","35,100","34,150","1.57M","2.07%"
"2012년 07월 26일","33,800","33,050","34,000","33,050","1.40M","2.42%"
"2012년 07월 25일","33,000","32,950","33,300","32,500","854.48K","-1.20%"
"2012년 07월 24일","33,400","33,050","33,550","33,000","1.50M","0.00%"
"2012년 07월 23일","33,400","34,000","34,200","33,200","1.66M","-3.61%"
"2012년 07월 20일","34,650","34,500","34,850","33,950","1.67M","-0.43%"
"2012년 07월 19일","34,800","35,600","35,750","34,350","2.88M","-1.42%"
"2012년 07월 18일","35,300","36,100","36,150","35,300","1.42M","-2.22%"
"2012년 07월 17일","36,100","35,750","36,650","35,500","945.21K","1.26%"
"2012년 07월 16일","35,650","36,150","36,250","35,600","913.76K","-0.56%"
"2012년 07월 13일","35,850","36,300","36,300","35,650","1.24M","0.00%"
"2012년 07월 12일","35,850","36,650","36,950","35,850","1.43M","-2.18%"
"2012년 07월 11일","36,650","36,900","37,200","36,650","558.35K","-0.41%"
"2012년 07월 10일","36,800","36,500","37,150","36,350","816.34K","-0.27%"
"2012년 07월 09일","36,900","37,100","37,200","36,450","828.51K","-1.34%"
"2012년 07월 06일","37,400","37,650","37,650","36,900","858.43K","-0.40%"
"2012년 07월 05일","37,550","37,600","37,850","37,000","1.30M","-1.05%"
"2012년 07월 04일","37,950","38,300","38,450","37,700","914.52K","-0.65%"
"2012년 07월 03일","38,200","37,000","38,850","36,900","2.13M","3.66%"
"2012년 07월 02일","36,850","37,450","37,500","36,850","1.30M","-0.14%"
"2012년 06월 29일","36,900","35,700","37,100","35,650","2.03M","3.07%"
"2012년 06월 28일","35,800","36,300","36,450","35,550","1.27M","-0.83%"
"2012년 06월 27일","36,100","36,850","36,850","35,900","2.07M","-1.77%"
"2012년 06월 26일","36,750","36,700","37,200","36,550","1.13M","-1.47%"
"2012년 06월 25일","37,300","37,100","37,350","36,650","801.90K","-0.40%"
"2012년 06월 22일","37,450","38,100","38,400","37,300","1.64M","-3.73%"
"2012년 06월 21일","38,900","39,350","39,700","38,600","1.29M","-2.63%"
"2012년 06월 20일","39,950","39,900","39,950","39,350","638.51K","0.88%"
"2012년 06월 19일","39,600","39,750","40,050","39,350","1.06M","-1.49%"
"2012년 06월 18일","40,200","39,950","40,350","39,700","1.30M","2.16%"
"2012년 06월 15일","39,350","39,050","39,450","38,550","1.13M","1.16%"
"2012년 06월 14일","38,900","38,050","38,950","38,050","1.28M","1.04%"
"2012년 06월 13일","38,500","38,700","38,800","38,100","693.92K","0.00%"
"2012년 06월 12일","38,500","38,300","38,900","38,300","824.21K","-1.66%"
"2012년 06월 11일","39,150","38,350","39,250","38,350","1.33M","3.57%"
"2012년 06월 08일","37,800","37,900","38,150","37,300","714.60K","-0.79%"
"2012년 06월 07일","38,100","37,900","38,350","37,750","1.46M","3.67%"
"2012년 06월 05일","36,750","36,000","37,100","35,950","1.05M","2.08%"
"2012년 06월 04일","36,000","35,800","36,500","35,750","966.82K","-2.31%"
"2012년 06월 01일","36,850","36,550","36,900","36,250","690.51K","-0.14%"
"2012년 05월 31일","36,900","36,150","37,000","35,700","1.02M","0.68%"
"2012년 05월 30일","36,650","36,700","36,850","36,200","971.93K","0.27%"
"2012년 05월 29일","36,550","36,100","37,000","36,050","1.56M","0.83%"
"2012년 05월 25일","36,250","36,650","36,750","36,100","1.14M","0.00%"
"2012년 05월 24일","36,250","36,000","36,550","35,950","889.93K","0.83%"
"2012년 05월 23일","35,950","36,150","36,700","35,900","1.37M","-0.69%"
"2012년 05월 22일","36,200","36,000","36,800","35,650","1.95M","2.55%"
"2012년 05월 21일","35,300","35,700","35,700","35,000","754.37K","-0.28%"
"2012년 05월 18일","35,400","36,000","36,300","34,900","2.02M","-3.41%"
"2012년 05월 17일","36,650","36,950","37,700","36,600","1.23M","-0.14%"
"2012년 05월 16일","36,700","37,100","37,400","36,650","1.01M","-1.34%"
"2012년 05월 15일","37,200","36,900","37,600","36,900","931.79K","-1.46%"
"2012년 05월 14일","37,750","37,800","38,100","37,300","818.51K","-0.26%"
"2012년 05월 11일","37,850","38,400","38,450","37,850","884.35K","-1.43%"
"2012년 05월 10일","38,400","38,250","38,650","38,200","784.15K","-0.78%"
"2012년 05월 09일","38,700","39,000","39,100","38,550","790.01K","-0.90%"
"2012년 05월 08일","39,050","38,250","39,350","38,050","1.25M","2.76%"
"2012년 05월 07일","38,000","38,200","38,450","37,850","1.23M","-2.56%"
"2012년 05월 04일","39,000","39,250","39,850","38,950","845.21K","0.00%"
"2012년 05월 03일","39,000","38,650","39,550","38,600","1.36M","0.52%"
"2012년 05월 02일","38,800","38,500","39,100","38,050","1.87M","0.78%"
"2012년 04월 30일","38,500","40,200","40,200","38,050","2.58M","-3.75%"
"2012년 04월 27일","40,000","40,250","40,350","39,450","1.27M","-0.25%"
"2012년 04월 26일","40,100","40,650","40,800","40,000","1.12M","-0.99%"
"2012년 04월 25일","40,500","41,550","41,650","40,200","1.06M","-1.22%"
"2012년 04월 24일","41,000","41,100","41,150","40,600","875.25K","-1.20%"
"2012년 04월 23일","41,500","40,550","41,500","40,550","682.83K","1.47%"
"2012년 04월 20일","40,900","40,900","41,400","40,750","1.06M","-2.15%"
"2012년 04월 19일","41,800","41,900","42,650","41,250","826.50K","-1.30%"
"2012년 04월 18일","42,350","43,250","43,350","42,300","597.69K","-0.35%"
"2012년 04월 17일","42,500","42,100","42,700","42,050","865.85K","0.71%"
"2012년 04월 16일","42,200","42,750","42,750","41,950","784.92K","-2.20%"
"2012년 04월 13일","43,150","42,500","43,200","42,150","1.41M","2.37%"
"2012년 04월 12일","42,150","42,100","42,400","41,550","1.53M","1.57%"
"2012년 04월 10일","41,500","41,600","42,200","41,250","1.03M","-0.24%"
"2012년 04월 09일","41,600","42,200","42,300","41,100","1.07M","-2.58%"
"2012년 04월 06일","42,700","43,400","43,400","42,150","1.06M","-1.84%"
"2012년 04월 05일","43,500","43,300","43,800","42,700","1.74M","1.16%"
"2012년 04월 04일","43,000","42,750","43,950","42,600","3.54M","1.65%"
"2012년 04월 03일","42,300","42,750","42,800","42,150","1.35M","-0.47%"
"2012년 04월 02일","42,500","41,900","42,800","41,500","1.63M","2.78%"
"2012년 03월 30일","41,350","41,450","41,800","40,950","2.31M","-2.13%"
"2012년 03월 29일","42,250","42,550","42,750","41,700","1.19M","-1.74%"
"2012년 03월 28일","43,000","43,000","43,250","42,600","1.08M","-1.15%"
"2012년 03월 27일","43,500","44,000","44,150","43,350","1.22M","-0.34%"
"2012년 03월 26일","43,650","43,600","43,950","43,250","1.03M","0.34%"
"2012년 03월 23일","43,500","44,100","44,500","43,200","1.54M","-1.36%"
"2012년 03월 22일","44,100","43,450","44,500","43,300","1.74M","1.03%"
"2012년 03월 21일","43,650","42,550","44,050","42,150","1.73M","2.11%"
"2012년 03월 20일","42,750","43,300","43,800","42,400","1.10M","-1.27%"
"2012년 03월 19일","43,300","43,800","44,400","43,150","1.94M","-0.23%"
"2012년 03월 16일","43,400","43,800","43,900","43,150","1.06M","-0.57%"
"2012년 03월 15일","43,650","43,200","44,050","42,900","1.96M","1.16%"
"2012년 03월 14일","43,150","42,750","43,350","42,550","3.34M","3.85%"
"2012년 03월 13일","41,550","40,500","41,800","40,250","3.24M","2.97%"
"2012년 03월 12일","40,350","40,650","40,800","39,900","1.59M","-1.10%"
"2012년 03월 09일","40,800","41,650","41,650","40,550","1.14M","-0.97%"
"2012년 03월 08일","41,200","40,400","41,300","40,000","1.93M","2.11%"
"2012년 03월 07일","40,350","39,950","40,450","39,600","955.39K","-0.25%"
"2012년 03월 06일","40,450","41,000","41,200","40,000","1.16M","-1.22%"
"2012년 03월 05일","40,950","41,900","41,900","40,600","936.69K","-1.21%"
"2012년 03월 02일","41,450","41,750","42,000","41,200","1.08M","0.61%"
"2012년 02월 29일","41,200","41,500","41,650","41,050","1.40M","-0.36%"
"2012년 02월 28일","41,350","40,700","41,600","40,700","1.01M","1.10%"
"2012년 02월 27일","40,900","40,950","41,350","40,350","1.07M","-0.97%"
"2012년 02월 24일","41,300","40,500","41,500","40,500","1.66M","1.60%"
"2012년 02월 23일","40,650","40,900","40,950","40,200","1.55M","-0.12%"
"2012년 02월 22일","40,700","40,900","41,150","40,150","2.24M","-1.57%"
"2012년 02월 21일","41,350","41,850","42,350","40,750","2.55M","-1.90%"
"2012년 02월 20일","42,150","43,200","43,250","42,000","1.41M","-1.29%"
"2012년 02월 17일","42,700","43,000","43,050","42,250","1.97M","0.95%"
"2012년 02월 16일","42,300","43,200","43,600","41,900","2.38M","-3.64%"
"2012년 02월 15일","43,900","43,800","44,300","43,600","1.35M","-0.23%"
"2012년 02월 14일","44,000","43,250","44,000","42,700","1.77M","0.80%"
"2012년 02월 13일","43,650","43,700","44,300","43,400","1.00M","-0.80%"
"2012년 02월 10일","44,000","44,450","44,800","43,300","1.76M","-2.22%"
"2012년 02월 09일","45,000","44,400","45,000","43,750","1.75M","1.58%"
"2012년 02월 08일","44,300","43,100","44,500","42,800","1.91M","1.96%"
"2012년 02월 07일","43,450","44,500","44,600","42,850","1.68M","-1.47%"
"2012년 02월 06일","44,100","44,350","44,750","43,750","2.18M","0.46%"
"2012년 02월 03일","43,900","43,550","44,000","42,850","1.56M","1.15%"
"2012년 02월 02일","43,400","43,200","43,900","42,900","2.44M","2.97%"
"2012년 02월 01일","42,150","42,100","42,600","41,700","1.88M","-1.06%"
"2012년 01월 31일","42,600","42,700","42,900","41,650","1.77M","-0.47%"
"2012년 01월 30일","42,800","42,450","43,200","42,200","2.02M","0.82%"
"2012년 01월 27일","42,450","41,500","42,700","41,050","2.58M","2.78%"
"2012년 01월 26일","41,300","41,750","41,850","41,200","1.43M","0.24%"
"2012년 01월 25일","41,200","41,250","41,950","40,500","1.94M","-1.90%"
"2012년 01월 20일","42,000","40,800","42,250","40,500","3.12M","4.61%"
"2012년 01월 19일","40,150","40,450","40,800","39,600","1.65M","0.88%"
"2012년 01월 18일","39,800","39,650","40,300","39,250","2.05M","0.38%"
"2012년 01월 17일","39,650","38,000","39,950","37,800","4.34M","5.31%"
"2012년 01월 16일","37,650","37,350","37,750","36,850","955.33K","-0.40%"
"2012년 01월 13일","37,800","36,800","38,000","36,500","2.66M","2.58%"
"2012년 01월 12일","36,850","36,500","37,000","36,450","1.33M","1.94%"
"2012년 01월 11일","36,150","36,300","36,400","35,950","1.18M","-0.28%"
"2012년 01월 10일","36,250","35,750","36,650","35,750","1.43M","1.40%"
"2012년 01월 09일","35,750","35,950","36,000","35,100","1.53M","-1.24%"
"2012년 01월 06일","36,200","36,500","36,900","35,850","1.31M","-1.63%"
"2012년 01월 05일","36,800","36,650","36,850","36,300","1.25M","0.27%"
"2012년 01월 04일","36,700","37,200","37,350","36,200","2.16M","-1.61%"
"2012년 01월 03일","37,300","36,200","37,400","36,200","1.55M","3.32%"
"2012년 01월 02일","36,100","36,150","36,300","35,700","643.49K","-0.55%"
"2011년 12월 29일","36,300","36,200","36,500","36,000","770.70K","-1.09%"
"2011년 12월 28일","36,700","36,800","36,950","36,150","674.76K","-0.94%"
"2011년 12월 27일","37,050","37,050","37,650","35,800","1.48M","0.41%"
"2011년 12월 26일","36,900","37,300","37,450","36,650","611.16K","-0.94%"
"2011년 12월 23일","37,250","37,350","37,450","36,850","1.09M","0.27%"
"2011년 12월 22일","37,150","37,300","37,400","36,800","802.04K","-0.40%"
"2011년 12월 21일","37,300","36,650","37,400","36,550","2.06M","4.34%"
"2011년 12월 20일","35,750","35,700","35,750","35,300","1.13M","0.28%"
"2011년 12월 19일","35,650","36,550","36,550","34,800","2.15M","-1.66%"
"2011년 12월 16일","36,250","35,800","36,550","35,750","1.45M","1.40%"
"2011년 12월 15일","35,750","35,300","35,800","35,300","1.60M","-0.97%"
"2011년 12월 14일","36,100","35,900","36,350","35,850","1.67M","0.28%"
"2011년 12월 13일","36,000","36,150","36,350","35,900","1.78M","-1.50%"
"2011년 12월 12일","36,550","37,400","37,500","36,200","2.69M","-0.68%"
"2011년 12월 09일","36,800","37,000","37,300","36,700","1.86M","-2.65%"
"2011년 12월 08일","37,800","38,500","38,700","37,600","2.60M","-1.18%"
"2011년 12월 07일","38,250","38,700","39,150","38,050","2.28M","-0.52%"
"2011년 12월 06일","38,450","39,000","39,050","37,900","1.57M","-1.54%"
"2011년 12월 05일","39,050","39,650","39,700","38,400","1.67M","-1.64%"
"2011년 12월 02일","39,700","39,400","39,900","39,200","1.42M","-0.50%"
"2011년 12월 01일","39,900","40,000","40,250","39,500","3.51M","5.70%"
"2011년 11월 30일","37,750","37,600","37,900","37,350","1.45M","-1.05%"
"2011년 11월 29일","38,150","38,300","38,550","37,800","2.16M","1.19%"
"2011년 11월 28일","37,700","37,150","37,850","36,900","1.65M","2.86%"
"2011년 11월 25일","36,650","35,800","37,200","35,700","1.94M","1.38%"
"2011년 11월 24일","36,150","36,100","36,500","36,000","1.08M","-0.69%"
"2011년 11월 23일","36,400","37,300","37,400","36,200","1.96M","-3.45%"
"2011년 11월 22일","37,700","36,900","38,000","36,800","1.01M","1.07%"
"2011년 11월 21일","37,300","37,300","37,700","36,900","1.04M","-0.93%"
"2011년 11월 18일","37,650","37,700","37,950","37,350","1.51M","-1.57%"
"2011년 11월 17일","38,250","37,900","38,350","37,300","2.04M","0.66%"
"2011년 11월 16일","38,000","39,200","39,850","37,700","2.15M","-2.69%"
"2011년 11월 15일","39,050","39,350","39,400","38,800","1.08M","-2.13%"
"2011년 11월 14일","39,900","40,000","40,100","39,550","1.31M","2.70%"
"2011년 11월 11일","38,850","38,700","39,000","38,500","1.63M","2.78%"
"2011년 11월 10일","37,800","39,400","40,000","37,800","3.28M","-8.03%"
"2011년 11월 09일","41,100","41,950","42,000","40,900","1.37M","-0.60%"
"2011년 11월 08일","41,350","42,200","42,450","41,000","1.10M","-1.55%"
"2011년 11월 07일","42,000","41,900","42,350","40,900","1.59M","0.72%"
"2011년 11월 04일","41,700","41,500","42,000","41,150","1.77M","3.35%"
"2011년 11월 03일","40,350","42,100","42,150","40,350","2.56M","-3.81%"
"2011년 11월 02일","41,950","41,000","42,150","40,750","2.58M","-1.76%"
"2011년 11월 01일","42,700","42,800","42,850","42,300","1.50M","-1.61%"
"2011년 10월 31일","43,400","44,700","45,000","42,900","2.40M","-3.56%"
"2011년 10월 28일","45,000","45,750","46,300","45,000","6.02M","4.17%"
"2011년 10월 27일","43,200","42,300","43,300","41,650","2.23M","2.49%"
"2011년 10월 26일","42,150","42,500","42,600","41,350","2.16M","-2.32%"
"2011년 10월 25일","43,150","43,350","43,350","42,700","1.64M","0.70%"
"2011년 10월 24일","42,850","41,400","42,950","41,300","1.94M","4.38%"
"2011년 10월 21일","41,050","40,850","41,100","39,400","2.20M","1.61%"
"2011년 10월 20일","40,400","41,950","42,000","40,000","2.09M","-3.81%"
"2011년 10월 19일","42,000","42,450","42,450","41,000","1.73M","0.48%"
"2011년 10월 18일","41,800","42,650","42,750","41,350","2.26M","-3.91%"
"2011년 10월 17일","43,500","44,000","44,100","42,700","1.29M","-0.34%"
"2011년 10월 14일","43,650","42,900","44,000","42,550","1.24M","1.39%"
"2011년 10월 13일","43,050","43,100","43,800","43,050","2.30M","1.29%"
"2011년 10월 12일","42,500","41,150","42,600","41,150","1.27M","1.43%"
"2011년 10월 11일","41,900","42,700","42,850","41,150","1.55M","1.70%"
"2011년 10월 10일","41,200","41,500","41,900","40,900","1.35M","-1.79%"
"2011년 10월 07일","41,950","42,700","43,200","41,500","2.71M","0.60%"
"2011년 10월 06일","41,700","40,000","41,800","39,750","3.31M","8.03%"
"2011년 10월 05일","38,600","40,000","40,000","38,350","2.22M","-1.28%"
"2011년 10월 04일","39,100","37,700","39,450","37,150","2.67M","-3.10%"
"2011년 09월 30일","40,350","39,900","40,850","39,350","2.61M","-0.12%"
"2011년 09월 29일","40,400","38,300","40,400","38,200","2.81M","3.72%"
"2011년 09월 28일","38,950","38,300","39,950","38,100","3.33M","2.23%"
"2011년 09월 27일","38,100","36,750","38,600","36,500","2.98M","9.17%"
"2011년 09월 26일","34,900","35,500","37,000","34,100","3.55M","0.87%"
